job_id,company_id,title,location,salary_min,salary_max,employment_type,description,posted_date,is_active
4161,2443,Certified Nursing Assistant - Cardiology - Nights,"Slidell, LA",,,Full-time,"We've made a lot of progress since opening the doors in 1942, but one thing has never changed - our commitment to serve, heal, lead, educate, and innovate. We believe that every award earned, every record broken and every patient helped is because of the dedicated employees who fill our hallways. 

At Ochsner, whether you work with patients every day or support those who do, you are making a difference and that matters. Come make a difference at Ochsner Health and discover your future today! 

T",2024-04-05,true
4162,2443,In House Agency RN - Med Surg/Telemetry - Hancock,"Bay St Louis, MS",,,Full-time,"We've made a lot of progress since opening the doors in 1942, but one thing has never changed - our commitment to serve, heal, lead, educate, and innovate. We believe that every award earned, every record broken and every patient helped is because of the dedicated employees who fill our hallways. 

At Ochsner, whether you work with patients every day or support those who do, you are making a difference and that matters. Come make a difference at Ochsner Health and discover your future today! 

T",2024-04-05,true
4163,2970,Federal Sector Electrical Engineer- Hybrid/Remote,"Little Rock, AR",,,Full-time,"Federal Sector Electrical Engineer 

Halff Associates has an immediate opening for a Licensed Electrical Engineer (P.E.) to work from a hybrid or remote capacity.

Electrical Engineer Responsibilities

Responsible for planning and preparing engineered contract documentation for assigned projects, working as an electrical Project Manager to meet deadlines, aiding in or providing engineering decisions, and collaborating with other engineers, architects, and/or owners.Responsible for multiple proje",2024-04-05,true
4164,506,"Manager, IT Networking",United States,68400.0,161000.0,Full-time,"|Current Gannett Employees- Please ensure you are using our abbreviated process on the internal Careers site by logging into Dayforce through OKTA| 

Gannett Co., Inc. (NYSE: GCI) is a diversified media company with expansive reach at the national and local level dedicated to empowering and enriching communities. We seek to inspire, inform, and connect audiences as a scalable, growth focused media and digital marketing solutions company. We endeavor to deliver essential content, marketing soluti",2024-04-05,true
4165,2731,PV Lead Solar Technician,"El Campo, TX",,,Full-time,"ACCIONA Energía is the biggest 100% renewable energy company with no fossil legacy in the world. With more than 30 years of experience and operations in 20 countries on five continents, ACCIONA Energía offers a wide portfolio of tailored energy solutions so that its corporate and institutional clients can meet their decarbonisation goals. This includes the development, engineering, construction, operation and maintenance of renewable power plants -mainly wind and photovoltaic technologies-, ener",2024-04-05,true
4166,773,SAS SQL Consultant,United States,,,Contract,"HelloOne of our clients is looking for
Position: SAS SQL Analytics Consultant-- No C2C/ H1B ONLY W2Location: DES MOINES, Iowa,/ San Antonio, TX/ Phoenix, AZ/ Minneapolis, MN/ Charlotte, NC/ Irving, TX-- Hybrid Role---- Consider Remote but has to be in location mentioned to go FTETerm: 12 + monthsConsider Remote but has to be in location to go FTE
This is a Hybrid W2 Role
Day-to-Day Responsibilities:Will be working with remediation teams to analyze data to ensure reduce and minimize risk.Oversee ",2024-04-05,true
4167,1280,Enrollment Processing Analyst,"Dayton, OH",,,Full-time,"Enrollment Processing AnalystUndergraduate AdmissionsWright State University
Wright State is seeking qualified applicants for a full-time Enrollment Processing Analyst to provide support to the Enrollment Operations and Recruitment teams in Admissions; support functions that impact enrollment and is customer service focused; coordinate and execute activities to support the admissions cycle including communication plans and application processing; execution of reports; and maintenance of data. 
R",2024-04-05,true
4168,2027,PHSO Resource Coordinator- Hybrid,"Burlington, VT",,,Full-time,"The Population Health Services Organization (PHSO) has a full-time opening for Resource Coordinator. This is a hybrid role that has occasional travel onsite to outpatient clinics in Addison, Washington, and/or Chittenden counties. 

Who We Are

The UVMHN (University of Vermont Health Network) PHSO (Population Health Services Organization) is a physician and payer partnered operation that provides the right constellation of services (e.g. care management and care coordination, data and analytics,",2024-04-06,true
4169,2027,Medical Assistant II,"Burlington, VT",,,Full-time,"We are the heart and science of medicine. 

We are UVM Medical Center. 

Job Description

This position assists with the daily activities of a clinical site and facilitates the flow of patients by providing clerical and clinical health care support to patients and family under the direction of a provider. The position requires mastery of basic clinical activities and some advanced clinical activities.

Additional Description

The MA II is an integral part of the UVM MC Employee Health team. The ",2024-04-06,true
4170,2027,PHSO Office Coordinator,"Burlington, VT",,,Full-time,"The Integrated Care Management Department has an exciting opportunity on their team for an Office Coordinator! 

This is an onsite position assisting with office coordination at our 1 South Prospect office in Burlington, VT.

Job Description

The Office Coordinator drives the daily operations, coordinates the centralized staffing function's general workflow and efficiency, and assists or manages significant projects involving the Integrated Care Management team. The incumbent is responsible for ",2024-04-06,true
4171,2397,Employee Experience Specialist,United States,62.07,62.07,Contract,"VISA SPONSORSHIP IS NOT AVAILABLE.
Our large, Fortune Technology client is ranked as one of the best companies to work with, in the world. As a global leader in 3D design, engineering, and entertainment software, they foster progressive culture, creativity, and a flexible work environment. They use cutting-edge technologies to keep themselves ahead of the curve. Diversity in all aspects is respected. Integrity, experience, honesty, people, humanity, and passion for excellence are some other adje",2024-04-06,true
